seq_id,feature_type,start,end,strand,geneid,locus_tag,gene,protein_id,product,normalized_label,normalized_quality,go_terms,go_bp,go_mf,go_cc,goslim_terms
NP_414913.1,CDS,399025,399333,-,945223,b0379,yaiY,NP_414913.1,DUF2755 domain-containing inner membrane proteinYaiY,membrane_protein,low,GO:0005886;GO:0016020,,,GO:0005886;GO:0016020,GO:0005886
NP_414914.2,CDS,399593,399805,+,947355,b0380,yaiZ,NP_414914.2,DUF2754 domain-containing protein YaiZ,other,low,GO:0005886,,,GO:0005886,GO:0005886
NP_414915.1,CDS,399829,400923,-,945313,b0381,ddlA,NP_414915.1,D-alanine--D-alanine ligase A,ligase,low,GO:0000166;GO:0005524;GO:0005737;GO:0005829;GO:0008360;GO:0008716;GO:0009252;GO:0010165;GO:0016874;GO:0046872;GO:0071555,GO:0008360;GO:0009252;GO:0010165;GO:0071555,GO:0000166;GO:0005524;GO:0008716;GO:0016874;GO:0046872,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0016874;GO:0071554;GO:1901135
NP_414916.1,CDS,401386,401646,+,947709,b0382,iraP,NP_414916.1,anti-adaptor protein IraP,other,low,GO:0005515;GO:0005737;GO:0009267;GO:0016036;GO:0042177;GO:0043856;GO:0045893,GO:0009267;GO:0016036;GO:0042177;GO:0045893,GO:0005515;GO:0043856,GO:0005737,GO:0006355;GO:0140110
NP_414917.2,CDS,401747,403162,+,945041,b0383,phoA,NP_414917.2,alkaline phosphatase,phosphatase,medium,GO:0000287;GO:0004035;GO:0004721;GO:0005515;GO:0008270;GO:0016311;GO:0016787;GO:0016791;GO:0030288;GO:0030613;GO:0033748;GO:0042597;GO:0046872,GO:0016311,GO:0000287;GO:0004035;GO:0004721;GO:0005515;GO:0008270;GO:0016787;GO:0016791;GO:0030613;GO:0033748;GO:0046872,GO:0030288;GO:0042597,GO:0003824;GO:0016491;GO:0016787;GO:0140096
NP_414918.4,CDS,403281,403601,+,945040,b0384,psiF,NP_414918.4,phosphate starvation-inducible protein PsiF,other,low,,,,,
NP_414919.1,CDS,403703,404818,+,945037,b0385,dgcC,NP_414919.1,diguanylate cyclase DgcC,other,low,GO:0000166;GO:0005515;GO:0005525;GO:0005886;GO:0016740;GO:0042802;GO:0043709;GO:0046872;GO:0052621;GO:1902201;GO:2001008,GO:0043709;GO:1902201;GO:2001008,GO:0000166;GO:0005515;GO:0005525;GO:0016740;GO:0042802;GO:0046872;GO:0052621,GO:0005886,GO:0003824;GO:0005886;GO:0007155;GO:0016740
NP_414920.1,CDS,404835,405644,-,945034,b0386,proC,NP_414920.1,pyrroline-5-carboxylate reductase,reductase,low,GO:0004735;GO:0005737;GO:0005829;GO:0008652;GO:0016491;GO:0042802;GO:0055129,GO:0008652;GO:0055129,GO:0004735;GO:0016491;GO:0042802,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0016491
NP_414921.2,CDS,405764,406222,+,945033,b0387,yaiI,NP_414921.2,DUF188 domain-containing protein YaiI,other,low,GO:0005515,,GO:0005515,,
NP_414922.1,CDS,406405,406929,+,945031,b0388,aroL,NP_414922.1,shikimate kinase 2,kinase,medium,GO:0000166;GO:0000287;GO:0004765;GO:0005524;GO:0005737;GO:0005829;GO:0008652;GO:0009073;GO:0009423;GO:0016301;GO:0016740;GO:0019752;GO:0046872,GO:0008652;GO:0009073;GO:0009423;GO:0019752,GO:0000166;GO:0000287;GO:0004765;GO:0005524;GO:0016301;GO:0016740;GO:0046872,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0016740
NP_414923.1,CDS,406979,407170,+,945043,b0389,yaiA,NP_414923.1,protein YaiA,other,low,,,,,
NP_414924.1,CDS,407428,408105,+,945045,b0390,aroM,NP_414924.1,protein AroM,other,low,GO:0016855,,GO:0016855,,GO:0003824;GO:0016853
NP_414925.1,CDS,408177,408461,+,945048,b0391,ppnP,NP_414925.1,nucleoside phosphorylase PpnP,other,low,GO:0004731;GO:0004850;GO:0005829;GO:0009032;GO:0016154;GO:0016740;GO:0016757;GO:0042803;GO:0047975,,GO:0004731;GO:0004850;GO:0009032;GO:0016154;GO:0016740;GO:0016757;GO:0042803;GO:0047975,GO:0005829,GO:0003824;GO:0005829;GO:0016740
b0392,gene,408609,408950,+,945423,b0392,ykiA,,,unknown,low,,,,,
NP_414927.1,CDS,409108,410019,-,948585,b0393,rdgC,NP_414927.1,nucleoid-associated protein RdgC,other,low,GO:0000018;GO:0003690;GO:0003697;GO:0005737;GO:0005829;GO:0006310;GO:0009295;GO:0043590,GO:0000018;GO:0006310,GO:0003690;GO:0003697,GO:0005737;GO:0005829;GO:0009295;GO:0043590,GO:0003677;GO:0005829;GO:0006310;GO:0043226
NP_414928.2,CDS,410144,411052,+,949086,b0394,mak,NP_414928.2,fructokinase,kinase,medium,GO:0000166;GO:0004396;GO:0005524;GO:0005829;GO:0008865;GO:0016301;GO:0016740;GO:0019158;GO:0046835,GO:0046835,GO:0000166;GO:0004396;GO:0005524;GO:0008865;GO:0016301;GO:0016740;GO:0019158,GO:0005829,GO:0003824;GO:0005829;GO:0005975;GO:0016740
NP_414930.3,CDS,411297,412481,-,949077,b0396,araJ,NP_414930.3,putative transport protein AraJ,low_info,low,GO:0005886;GO:0022857;GO:0055085,GO:0055085,GO:0022857,GO:0005886,GO:0005215;GO:0005886;GO:0055085
NP_414931.1,CDS,412607,415753,-,949076,b0397,sbcC,NP_414931.1,ATP-dependent structure-specific DNA nuclease - SbcC subunit,nuclease,medium,GO:0000014;GO:0000166;GO:0004518;GO:0004519;GO:0004527;GO:0004529;GO:0005515;GO:0005524;GO:0006260;GO:0006274;GO:0006281;GO:0006302;GO:0006310;GO:0008296;GO:0016787;GO:0016887;GO:1990238;GO:1990391,GO:0006260;GO:0006274;GO:0006281;GO:0006302;GO:0006310,GO:0000014;GO:0000166;GO:0004518;GO:0004519;GO:0004527;GO:0004529;GO:0005515;GO:0005524;GO:0008296;GO:0016787;GO:0016887;GO:1990238,GO:1990391,GO:0003824;GO:0006260;GO:0006281;GO:0006310;GO:0016787;GO:0140097;GO:0140657
NP_414932.1,CDS,415750,416952,-,945049,b0398,sbcD,NP_414932.1,ATP-dependent structure-specific DNA nuclease - SbcD subunit,nuclease,medium,GO:0000014;GO:0003677;GO:0004518;GO:0004519;GO:0004527;GO:0004529;GO:0005515;GO:0006259;GO:0006260;GO:0006274;GO:0006281;GO:0006310;GO:0008408;GO:0016787;GO:1990238;GO:1990391,GO:0006259;GO:0006260;GO:0006274;GO:0006281;GO:0006310,GO:0000014;GO:0003677;GO:0004518;GO:0004519;GO:0004527;GO:0004529;GO:0005515;GO:0008408;GO:0016787;GO:1990238,GO:1990391,GO:0003677;GO:0003824;GO:0006260;GO:0006281;GO:0006310;GO:0016787;GO:0140097
NP_414933.1,CDS,417142,417831,+,945046,b0399,phoB,NP_414933.1,DNA-binding transcriptional dual regulator PhoB,dna_binding,medium,GO:0000156;GO:0000160;GO:0000976;GO:0001108;GO:0003677;GO:0005737;GO:0005829;GO:0006355;GO:0006817;GO:0032993;GO:0042802;GO:2000142,GO:0000160;GO:0006355;GO:0006817;GO:2000142,GO:0000156;GO:0000976;GO:0001108;GO:0003677;GO:0042802,GO:0005737;GO:0005829;GO:0032993,GO:0003677;GO:0005829;GO:0006355;GO:0023052;GO:0060089
NP_414934.1,CDS,417889,419184,+,945044,b0400,phoR,NP_414934.1,sensor histidine kinase PhoR,two_component_system,high,GO:0000155;GO:0000160;GO:0000166;GO:0004673;GO:0004721;GO:0005515;GO:0005524;GO:0005829;GO:0005886;GO:0006355;GO:0006817;GO:0007165;GO:0016020;GO:0016036;GO:0016301;GO:0016740;GO:0016772;GO:0018106;GO:0046777,GO:0000160;GO:0006355;GO:0006817;GO:0007165;GO:0016036;GO:0018106;GO:0046777,GO:0000155;GO:0000166;GO:0004673;GO:0004721;GO:0005515;GO:0005524;GO:0016301;GO:0016740;GO:0016772,GO:0005829;GO:0005886;GO:0016020,GO:0003824;GO:0005829;GO:0005886;GO:0006355;GO:0016740;GO:0016787;GO:0023052;GO:0098772;GO:0140096;GO:0140299
NP_414935.1,CDS,419591,420910,+,945042,b0401,brnQ,NP_414935.1,branched chain amino acid transporter BrnQ,transporter,medium,GO:0005304;GO:0005515;GO:0005886;GO:0006865;GO:0015188;GO:0015190;GO:0015658;GO:0015803;GO:0015818;GO:0015820;GO:0015829;GO:0016020;GO:1902475;GO:1903785,GO:0006865;GO:0015803;GO:0015818;GO:0015820;GO:0015829;GO:1902475;GO:1903785,GO:0005304;GO:0005515;GO:0015188;GO:0015190;GO:0015658,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_414936.1,CDS,420986,422359,+,945050,b0402,proY,NP_414936.1,putative transporter ProY,low_info,low,GO:0003333;GO:0005886;GO:0006865;GO:0015171;GO:0016020;GO:0055085,GO:0003333;GO:0006865;GO:0055085,GO:0015171,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_414937.2,CDS,422518,424332,+,949131,b0403,malZ,NP_414937.2,maltodextrin glucosidase,other,low,GO:0000023;GO:0004553;GO:0004558;GO:0005737;GO:0005975;GO:0016787;GO:0016798;GO:0030980;GO:0042803,GO:0000023;GO:0005975;GO:0030980,GO:0004553;GO:0004558;GO:0016787;GO:0016798;GO:0042803,GO:0005737,GO:0003824;GO:0005975;GO:0016787
NP_414938.1,CDS,424337,424918,-,949132,b0404,acpH,NP_414938.1,acyl carrier protein phosphodiesterase,other,low,GO:0006629;GO:0006631;GO:0006633;GO:0008770;GO:0016787,GO:0006629;GO:0006631;GO:0006633,GO:0008770;GO:0016787,,GO:0003824;GO:0006629;GO:0016787;GO:0140096
NP_414939.1,CDS,425011,426081,+,944905,b0405,queA,NP_414939.1,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase,trna,high,GO:0002099;GO:0005737;GO:0005829;GO:0006400;GO:0008616;GO:0009314;GO:0016740;GO:0016853;GO:0051075,GO:0002099;GO:0006400;GO:0008616;GO:0009314,GO:0016740;GO:0016853;GO:0051075,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006399;GO:0016740;GO:0016853;GO:0140098
NP_414940.1,CDS,426137,427264,+,949130,b0406,tgt,NP_414940.1,tRNA-guanine transglycosylase,trna,high,GO:0002099;GO:0005737;GO:0005829;GO:0006400;GO:0008033;GO:0008270;GO:0008479;GO:0008616;GO:0016740;GO:0016757;GO:0046872,GO:0002099;GO:0006400;GO:0008033;GO:0008616,GO:0008270;GO:0008479;GO:0016740;GO:0016757;GO:0046872,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006399;GO:0016740;GO:0140098
NP_414941.1,CDS,427287,427619,+,945374,b0407,yajC,NP_414941.1,Sec translocon accessory complex subunit YajC,other,low,GO:0005515;GO:0005886;GO:0015031;GO:0016020;GO:0031522;GO:0043952,GO:0015031;GO:0043952,GO:0005515,GO:0005886;GO:0016020;GO:0031522,GO:0005886;GO:0055085
NP_414942.1,CDS,427647,429494,+,949133,b0408,secD,NP_414942.1,Sec translocon accessory complex subunit SecD,other,low,GO:0005515;GO:0005886;GO:0006605;GO:0006886;GO:0015031;GO:0015450;GO:0016020;GO:0031522;GO:0043952;GO:0065002,GO:0006605;GO:0006886;GO:0015031;GO:0043952;GO:0065002,GO:0005515;GO:0015450,GO:0005886;GO:0016020;GO:0031522,GO:0005215;GO:0005886;GO:0006886;GO:0055085;GO:0140657
NP_414943.1,CDS,429505,430476,+,949120,b0409,secF,NP_414943.1,Sec translocon accessory complex subunit SecF,other,low,GO:0005886;GO:0006605;GO:0006886;GO:0015031;GO:0015450;GO:0016020;GO:0031522;GO:0043952;GO:0065002,GO:0006605;GO:0006886;GO:0015031;GO:0043952;GO:0065002,GO:0015450,GO:0005886;GO:0016020;GO:0031522,GO:0005215;GO:0005886;GO:0006886;GO:0055085;GO:0140657
NP_414944.1,CDS,430605,430952,+,945051,b0410,yajD,NP_414944.1,HNH nuclease family protein YajD,nuclease,medium,GO:0003676;GO:0004518;GO:0004519;GO:0005829;GO:0008270;GO:0016787,,GO:0003676;GO:0004518;GO:0004519;GO:0008270;GO:0016787,GO:0005829,GO:0003824;GO:0005829;GO:0016787
NP_414945.1,CDS,431129,432013,-,946242,b0411,tsx,NP_414945.1,nucleoside-specific channel-forming protein Tsx,other,low,GO:0005337;GO:0006811;GO:0009279;GO:0015288;GO:0015471;GO:0015858;GO:0046718;GO:0046930;GO:0055085;GO:1901642,GO:0006811;GO:0015858;GO:0046718;GO:0055085;GO:1901642,GO:0005337;GO:0015288;GO:0015471,GO:0009279;GO:0046930,GO:0005215;GO:0030312;GO:0055085
NP_414946.4,CDS,432312,432851,-,947233,b0412,yajI,NP_414946.4,putative lipoprotein YajI,low_info,low,GO:0005886,,,GO:0005886,GO:0005886
NP_414947.1,CDS,433002,433451,+,947437,b0413,nrdR,NP_414947.1,NrdR transcriptional repressor,transcriptional_regulator,high,GO:0000166;GO:0003677;GO:0003690;GO:0005524;GO:0008270;GO:0045892;GO:0046872,GO:0045892,GO:0000166;GO:0003677;GO:0003690;GO:0005524;GO:0008270;GO:0046872,,GO:0003677;GO:0006355
NP_414948.1,CDS,433455,434558,+,945620,b0414,ribD,NP_414948.1,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,reductase,low,GO:0003824;GO:0005515;GO:0008270;GO:0008703;GO:0008835;GO:0009231;GO:0016491;GO:0016787;GO:0046872;GO:0050661,GO:0009231,GO:0003824;GO:0005515;GO:0008270;GO:0008703;GO:0008835;GO:0016491;GO:0016787;GO:0046872;GO:0050661,,GO:0003824;GO:0006766;GO:0016491;GO:0016787
NP_414949.1,CDS,434647,435117,+,946453,b0415,ribE,NP_414949.1,"6,7-dimethyl-8-ribityllumazine synthase",synthase,low,GO:0000906;GO:0005737;GO:0005829;GO:0009231;GO:0009349;GO:0016740,GO:0009231,GO:0000906;GO:0016740,GO:0005737;GO:0005829;GO:0009349,GO:0003824;GO:0005829;GO:0006766;GO:0016740
NP_414950.1,CDS,435137,435556,+,945054,b0416,nusB,NP_414950.1,transcription antitermination protein NusB,other,low,GO:0003723;GO:0005515;GO:0005829;GO:0006353;GO:0006355;GO:0008023;GO:0031564;GO:0032784;GO:0042254,GO:0006353;GO:0006355;GO:0031564;GO:0032784;GO:0042254,GO:0003723;GO:0005515,GO:0005829;GO:0008023,GO:0003723;GO:0005634;GO:0005654;GO:0005829;GO:0006351;GO:0006355;GO:0042254;GO:0043226
NP_414951.1,CDS,435634,436611,+,947387,b0417,thiL,NP_414951.1,thiamine monophosphate kinase,kinase,medium,GO:0000166;GO:0000287;GO:0005524;GO:0009030;GO:0009228;GO:0009229;GO:0016301;GO:0016740;GO:0046872,GO:0009228;GO:0009229,GO:0000166;GO:0000287;GO:0005524;GO:0009030;GO:0016301;GO:0016740;GO:0046872,,GO:0003824;GO:0006766;GO:0006790;GO:0016740
NP_414952.1,CDS,436589,437107,+,947542,b0418,pgpA,NP_414952.1,phosphatidylglycerophosphatase A,phosphatase,medium,GO:0005886;GO:0006629;GO:0006655;GO:0008962;GO:0009395;GO:0016042;GO:0016787;GO:0032026;GO:0042577;GO:0046474;GO:0046839;GO:0046872,GO:0006629;GO:0006655;GO:0009395;GO:0016042;GO:0032026;GO:0046474;GO:0046839,GO:0008962;GO:0016787;GO:0042577;GO:0046872,GO:0005886,GO:0003824;GO:0005886;GO:0006629;GO:0016787
NP_414953.2,CDS,437161,438135,-,946903,b0419,yajO,NP_414953.2,1-deoxyxylulose-5-phosphate synthase YajO,synthase,low,GO:0005829;GO:0006772;GO:0016491;GO:1902767,GO:0006772;GO:1902767,GO:0016491,GO:0005829,GO:0003824;GO:0005829;GO:0006629;GO:0006790;GO:0016491
NP_414954.1,CDS,438315,440177,-,945060,b0420,dxs,NP_414954.1,1-deoxy-D-xylulose-5-phosphate synthase,synthase,low,GO:0000287;GO:0005829;GO:0006744;GO:0008299;GO:0008615;GO:0008661;GO:0009228;GO:0016114;GO:0016740;GO:0019288;GO:0030976;GO:0042803;GO:0046872,GO:0006744;GO:0008299;GO:0008615;GO:0009228;GO:0016114;GO:0019288,GO:0000287;GO:0008661;GO:0016740;GO:0030976;GO:0042803;GO:0046872,GO:0005829,GO:0003824;GO:0005829;GO:0006629;GO:0006766;GO:0006790;GO:0016740;GO:1901135
NP_414955.1,CDS,440202,441101,-,945064,b0421,ispA,NP_414955.1,geranyl diphosphate/farnesyl diphosphate synthase,synthase,low,GO:0004161;GO:0004337;GO:0004659;GO:0005515;GO:0005737;GO:0005829;GO:0008299;GO:0008654;GO:0016114;GO:0016740;GO:0033384;GO:0045337;GO:0046872;GO:0120531,GO:0008299;GO:0008654;GO:0016114;GO:0033384;GO:0045337,GO:0004161;GO:0004337;GO:0004659;GO:0005515;GO:0016740;GO:0046872;GO:0120531,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006629;GO:0016740
NP_414956.1,CDS,441101,441343,-,945069,b0422,xseB,NP_414956.1,exodeoxyribonuclease VII subunit XseB,nuclease,medium,GO:0004518;GO:0004527;GO:0005515;GO:0005737;GO:0005829;GO:0006298;GO:0006308;GO:0008855;GO:0009318;GO:0016787,GO:0006298;GO:0006308,GO:0004518;GO:0004527;GO:0005515;GO:0008855;GO:0016787,GO:0005737;GO:0005829;GO:0009318,GO:0003824;GO:0005829;GO:0006281;GO:0016787;GO:0140097
NP_414957.1,CDS,441549,442997,+,945067,b0423,thiI,NP_414957.1,tRNA uridine 4-sulfurtransferase,trna,high,GO:0000049;GO:0000166;GO:0002937;GO:0003723;GO:0004810;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0009228;GO:0009229;GO:0009589;GO:0016740;GO:0016783;GO:0019448;GO:0034227;GO:0044272;GO:0052837;GO:0097163;GO:0140741;GO:1990221;GO:1990228,GO:0002937;GO:0009228;GO:0009229;GO:0009589;GO:0019448;GO:0034227;GO:0044272;GO:0052837,GO:0000049;GO:0000166;GO:0003723;GO:0004810;GO:0005515;GO:0005524;GO:0016740;GO:0016783;GO:0097163;GO:0140741,GO:0005737;GO:0005829;GO:1990221;GO:1990228,GO:0003723;GO:0003824;GO:0005829;GO:0006399;GO:0006520;GO:0006766;GO:0006790;GO:0016740;GO:0140098;GO:0140104
NP_414958.4,CDS,443051,443641,-,945066,b0424,yajL,NP_414958.4,protein/nucleic acid deglycase 3,other,low,GO:0005737;GO:0005829;GO:0006281;GO:0006974;GO:0009228;GO:0009408;GO:0016787;GO:0030091;GO:0034599;GO:0036524;GO:0036525;GO:0042026;GO:0042254;GO:0042803,GO:0006281;GO:0006974;GO:0009228;GO:0009408;GO:0030091;GO:0034599;GO:0036525;GO:0042026;GO:0042254,GO:0016787;GO:0036524;GO:0042803,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006281;GO:0006457;GO:0006766;GO:0006790;GO:0016787;GO:0042254;GO:0051604;GO:0140096
NP_414959.1,CDS,443604,444515,-,945065,b0425,panE,NP_414959.1,2-dehydropantoate 2-reductase,reductase,low,GO:0005737;GO:0008677;GO:0015940;GO:0016491;GO:0016616;GO:0050661,GO:0015940,GO:0008677;GO:0016491;GO:0016616;GO:0050661,GO:0005737,GO:0003824;GO:0006575;GO:0006766;GO:0016491
NP_414960.2,CDS,444683,445174,+,945063,b0426,yajQ,NP_414960.2,nucleotide binding protein YajQ,other,low,GO:0000049;GO:0000166;GO:0005515;GO:0005524;GO:0005525;GO:0005829;GO:0006974;GO:0042542,GO:0006974;GO:0042542,GO:0000049;GO:0000166;GO:0005515;GO:0005524;GO:0005525,GO:0005829,GO:0003723;GO:0005829
NP_414961.4,CDS,445302,446666,-,945058,b0427,yajR,NP_414961.4,putative transport protein YajR,low_info,low,GO:0005886;GO:0016020;GO:0022857;GO:0055085,GO:0055085,GO:0022857,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_414962.1,CDS,446815,447705,-,945073,b0428,cyoE,NP_414962.1,heme O synthase,synthase,low,GO:0005886;GO:0006783;GO:0008495;GO:0016020;GO:0016740;GO:0016765;GO:0048034,GO:0006783;GO:0048034,GO:0008495;GO:0016740;GO:0016765,GO:0005886;GO:0016020,GO:0003824;GO:0005886;GO:0016740
NP_414963.1,CDS,447717,448046,-,944918,b0429,cyoD,NP_414963.1,cytochrome bo3 subunit 4,other,low,GO:0005515;GO:0005886;GO:0009055;GO:0009060;GO:0009319;GO:0009486;GO:0015078;GO:0015453;GO:0015990;GO:0016020;GO:0016491;GO:0019646,GO:0009060;GO:0015990;GO:0019646,GO:0005515;GO:0009055;GO:0009486;GO:0015078;GO:0015453;GO:0016491,GO:0005886;GO:0009319;GO:0016020,GO:0003824;GO:0005215;GO:0005886;GO:0006091;GO:0016491;GO:0055085
NP_414964.1,CDS,448046,448660,-,946897,b0430,cyoC,NP_414964.1,cytochrome bo3 subunit 3,other,low,GO:0004129;GO:0005515;GO:0005886;GO:0009055;GO:0009060;GO:0009319;GO:0009486;GO:0015078;GO:0015453;GO:0015990;GO:0016020;GO:0016491;GO:0019646;GO:0022904,GO:0009060;GO:0015990;GO:0019646;GO:0022904,GO:0004129;GO:0005515;GO:0009055;GO:0009486;GO:0015078;GO:0015453;GO:0016491,GO:0005886;GO:0009319;GO:0016020,GO:0003824;GO:0005215;GO:0005886;GO:0006091;GO:0016491;GO:0055085
NP_414965.1,CDS,448650,450641,-,945615,b0431,cyoB,NP_414965.1,cytochrome bo3 subunit 1,other,low,GO:0004129;GO:0005507;GO:0005515;GO:0005886;GO:0006811;GO:0009055;GO:0009060;GO:0009319;GO:0009486;GO:0015078;GO:0015453;GO:0015990;GO:0016020;GO:0016682;GO:0019646;GO:0020037;GO:0022904;GO:0046872;GO:0048039;GO:1902600,GO:0006811;GO:0009060;GO:0015990;GO:0019646;GO:0022904;GO:1902600,GO:0004129;GO:0005507;GO:0005515;GO:0009055;GO:0009486;GO:0015078;GO:0015453;GO:0016682;GO:0020037;GO:0046872;GO:0048039,GO:0005886;GO:0009319;GO:0016020,GO:0003824;GO:0005215;GO:0005886;GO:0006091;GO:0016491;GO:0055085
NP_414966.1,CDS,450663,451610,-,945080,b0432,cyoA,NP_414966.1,cytochrome bo3 subunit 2,other,low,GO:0004129;GO:0005507;GO:0005886;GO:0009055;GO:0009060;GO:0009319;GO:0009486;GO:0015078;GO:0015453;GO:0015990;GO:0016020;GO:0016491;GO:0016682;GO:0019646;GO:0022900;GO:0042773;GO:0098803,GO:0009060;GO:0015990;GO:0019646;GO:0022900;GO:0042773,GO:0004129;GO:0005507;GO:0009055;GO:0009486;GO:0015078;GO:0015453;GO:0016491;GO:0016682,GO:0005886;GO:0009319;GO:0016020;GO:0098803,GO:0003824;GO:0005215;GO:0005886;GO:0006091;GO:0016491;GO:0055085
NP_414967.1,CDS,452070,453545,-,946438,b0433,ampG,NP_414967.1,muropeptide:H(+) symporter,transporter,medium,GO:0005886;GO:0009254;GO:0015293;GO:0015647;GO:0015835;GO:0016020;GO:0022857;GO:0055085;GO:0071555,GO:0009254;GO:0015835;GO:0055085;GO:0071555,GO:0015293;GO:0015647;GO:0022857,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085;GO:0071554;GO:1901135
NP_414968.4,CDS,453589,454167,-,945521,b0434,yajG,NP_414968.4,putative lipoprotein YajG,low_info,low,GO:0005886,,,GO:0005886,GO:0005886
NP_414969.4,CDS,454472,454789,+,947043,b0435,bolA,NP_414969.4,DNA-binding transcriptional dual regulator BolA,dna_binding,medium,GO:0003677;GO:0005515;GO:0005829;GO:0006351;GO:0006879;GO:0016226;GO:0045454;GO:1990229,GO:0006351;GO:0006879;GO:0016226;GO:0045454,GO:0003677;GO:0005515,GO:0005829;GO:1990229,GO:0003677;GO:0005829;GO:0006351
NP_414970.1,CDS,455133,456431,+,945081,b0436,tig,NP_414970.1,trigger factor,other,low,GO:0003755;GO:0005515;GO:0005737;GO:0005829;GO:0006457;GO:0009408;GO:0015031;GO:0016020;GO:0016853;GO:0042802;GO:0043022;GO:0043335;GO:0044183;GO:0051083;GO:0051301;GO:1990169,GO:0006457;GO:0009408;GO:0015031;GO:0043335;GO:0051083;GO:0051301;GO:1990169,GO:0003755;GO:0005515;GO:0016853;GO:0042802;GO:0043022;GO:0044183,GO:0005737;GO:0005829;GO:0016020,GO:0003824;GO:0005829;GO:0006457;GO:0016853;GO:0044183;GO:0051604;GO:0140096
NP_414971.1,CDS,456677,457300,+,945082,b0437,clpP,NP_414971.1,ATP-dependent Clp protease proteolytic subunit,protease,medium,GO:0004176;GO:0004252;GO:0005515;GO:0005737;GO:0005829;GO:0006508;GO:0006515;GO:0008233;GO:0008236;GO:0009266;GO:0009314;GO:0009368;GO:0009376;GO:0009408;GO:0010498;GO:0016020;GO:0016787;GO:0042802;GO:0043068;GO:0051117,GO:0006508;GO:0006515;GO:0009266;GO:0009314;GO:0009408;GO:0010498;GO:0043068,GO:0004176;GO:0004252;GO:0005515;GO:0008233;GO:0008236;GO:0016787;GO:0042802;GO:0051117,GO:0005737;GO:0005829;GO:0009368;GO:0009376;GO:0016020,GO:0003824;GO:0005829;GO:0016787;GO:0030163;GO:0140096;GO:0140657
NP_414972.1,CDS,457426,458700,+,945083,b0438,clpX,NP_414972.1,ATP-dependent Clp protease ATP-binding subunit ClpX,protease,medium,GO:0000166;GO:0002020;GO:0004176;GO:0005515;GO:0005524;GO:0005829;GO:0006457;GO:0008270;GO:0009368;GO:0009376;GO:0016887;GO:0042802;GO:0043335;GO:0046872;GO:0046983;GO:0051082;GO:0051301;GO:0051603;GO:0097718;GO:0140662,GO:0006457;GO:0043335;GO:0051301;GO:0051603,GO:0000166;GO:0002020;GO:0004176;GO:0005515;GO:0005524;GO:0008270;GO:0016887;GO:0042802;GO:0046872;GO:0046983;GO:0051082;GO:0097718;GO:0140662,GO:0005829;GO:0009368;GO:0009376,GO:0003824;GO:0005829;GO:0006457;GO:0016787;GO:0030163;GO:0044183;GO:0051604;GO:0140096;GO:0140657
NP_414973.1,CDS,458888,461242,+,945085,b0439,lon,NP_414973.1,Lon protease,protease,medium,GO:0000166;GO:0003677;GO:0004176;GO:0004252;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006508;GO:0006515;GO:0008233;GO:0008236;GO:0009408;GO:0010165;GO:0016787;GO:0016887;GO:0030163;GO:0034605;GO:0043565,GO:0006508;GO:0006515;GO:0009408;GO:0010165;GO:0030163;GO:0034605,GO:0000166;GO:0003677;GO:0004176;GO:0004252;GO:0005515;GO:0005524;GO:0008233;GO:0008236;GO:0016787;GO:0016887;GO:0043565,GO:0005737;GO:0005829,GO:0003677;GO:0003824;GO:0005829;GO:0016787;GO:0030163;GO:0140096;GO:0140657
